key_										count_		count_wiki	count_multi	count_semi	count_single	
carparking									1		0		0		0		1		
carpas										2		0		0		0		1		
carpenter									219		1		0		2		19		
carpenter:aluminium								3		0		0		0		1		
carpenter:cabinetmaker								1		0		0		0		1		
carpenter:facade								1		0		0		0		1		
carpenter:floor									1		0		0		0		1		
carpenter:roof									1		0		0		0		1		
carpenter:trim									1		0		0		0		1		
carpet										3		0		0		0		2		
carpet:colour									7		0		0		0		3		
carpool										972		0		0		0		3		
carport										22		0		0		0		2		
carport:shed									3		0		0		0		1		
carports									2		0		0		0		1		
carrera										51		0		0		0		30		
carriage									8473		0		0		5		15		
carriage:backward								9		0		0		0		2		
carriage:conditional								7		0		0		0		4		
carriage:forward								6		0		0		0		3		
carriage:lanes:forward								2		0		0		0		1		
carriageway									5397		0		0		0		16		
carriageway:ref									130		0		0		0		2		
carriageway:ref:en								130		0		0		0		2		
carriageway:ref:ja								130		0		0		0		2		
carriageway:ref:ja-hira								130		0		0		0		2		
carriageway:ref:ja-latn								130		0		0		0		2		
carriageway:ref:kmb								2		0		0		0		1		
carriageway:right								5		0		0		0		1		
carriageway:start_date								7		0		0		0		2		
carriageway:width								28		0		0		0		3		
carriagewaycamber								1		0		0		0		1		
carriageways									45		0		0		0		4		
carriageway_ref									14018		0		0		0		99		
carriageway_ref:en								130		0		0		0		2		
carriageway_ref:ja								130		0		0		0		2		
carriageway_ref:ja-hira								130		0		0		0		2		
carriageway_ref:ja-latn								130		0		0		0		2		
carriageway_ref:kmb								293		0		0		0		4		
carriageway_ref:kmb:right							3		0		0		0		1		
carriageway_ref:left:kmb							10		0		0		0		4		
carriageway_ref:right:kmb							10		0		0		0		4		
carriage_ref									15		0		0		0		1		
carryout									6		0		0		0		1		
cars										63		0		0		0		5		
cart										28		0		0		0		1		
cart-track									2		0		0		0		1		
carta										56		0		0		0		3		
cartodb_id									19		0		0		0		7		
cartogaraphy									1		0		0		0		1		
cartography									1		0		0		0		1		
cartpath									7		0		0		0		1		
carts										1		0		0		0		1		
cartype										14		0		0		0		5		
carvan										3		0		0		0		2		
carwash										6		0		0		0		1		
car_appraisal									1		0		0		0		1		
car_park									13		0		0		0		2		
car_parts									15		0		0		0		9		
car_pooling									4		0		0		0		3		
car_pooling:lanes								1		0		1		0		0		
car_rental									10		0		0		0		4		
car_repair									101		0		0		4		18		
car_repair:mot									1		0		0		0		1		
car_service									156		0		0		3		9		
car_service:breakdown								1		0		0		0		1		
car_service:towing								2		0		0		0		1		
car_sharing									13		0		0		0		3		
car_wash									549		0		0		0		10		
car_wash:boxes									1		0		0		0		1		
car_wash:de									2		0		0		0		2		
car_wash:hgv									1		0		0		0		1		
car_wash:textile								1		0		0		0		1		
car_wash:type									13		0		0		0		4		
cas										18		0		0		0		5		
casa										7		0		0		0		4		
casas en venta									14		0		0		0		2		
case										21		0		0		0		1		
casemate									54		0		0		0		2		
casemate:type									29		0		0		0		4		
casename									34		0		0		0		5		
casenum2									736		0		0		2		418		
cases										1		0		0		0		1		
cases:hiv									4		0		0		0		3		
cases:malaria									13		0		0		0		13		
case_of_defence:aeroway								9		0		0		0		3		
case_of_defence:military							1		0		0		0		1		
cash										1		0		0		0		1		
cash_box									1		0		0		0		1		
cash_in										70		0		0		0		2		
cash_out									1		0		0		0		1		
cash_withdrawal									565		0		0		10		20		
cash_withdrawal:currency							3		0		0		0		3		
cash_withdrawal:fee								370		0		0		0		3		
cash_withdrawal:foreign_cards							10		0		0		0		2		
cash_withdrawal:limit								21		0		0		0		5		
cash_withdrawal:operator							115		0		0		0		5		
cash_withdrawal:purchase_minimum						36		0		0		0		5		
cash_withdrawal:purchase_required						357		0		0		0		2		
cash_withdrawal:type								369		0		0		0		2		
casino										5		0		0		0		2		
cask_marque									1		0		0		0		1		
caste										1		0		0		0		1		
casting_name									1		0		0		0		1		
castle										31		0		0		0		10		
castle:building									1		0		0		0		1		
castle:foundations:start_date							1		0		0		0		1		
castle:tower									48		0		0		0		1		
castle:type									6		0		0		0		4		
castle_location									7		0		0		0		2		
castle_tower									1		0		0		0		1		
castle_typ									1		0		0		0		1		
castle_type									12828		8		0		3		107		
castle_type:1817-1905								1		0		0		0		1		
castle_type:cs									17		0		0		0		2		
castle_type:de									952		0		0		8		19		
castle_type:en									1		0		0		0		1		
castle_type:fr									18		0		0		0		6		
castle_type:id									1		0		0		0		1		
castle_type:pt									2		0		0		0		2		
castle_type_pl									1		0		0		0		1		
casualty									1		0		0		0		1		
casud:nom									3		0		0		0		3		
casud:type									3		0		0		0		1		
cat										197		0		0		2		46		
cat2										362		0		0		0		5		
catastro:date									1		0		0		0		1		
catastro:ref									28655		0		0		1		22152		
catastro:ref:municipality							424		0		0		0		1		
catastro:ref:street								3098		0		0		0		166		
catastro:surface								1		0		0		0		1		
catastro:surface:built								1		0		0		0		1		
catastro:surface:overground							1		0		0		0		1		
categoria									111		0		0		0		8		
categorie									1		0		0		0		1		
categories									3		0		0		0		1		
categories_and_functionality_lands						3		0		0		0		1		
category									8781		0		0		1		149		
category description								1		0		0		0		1		
categ_0012									3		0		0		0		2		
catering									19		0		0		0		3		
catering_provider								1		0		0		0		1		
cathedral									2		0		0		0		1		
catholic									3		0		0		0		3		
catmp-roadid									12674		0		0		84		8375		
cats										5		0		0		0		2		
cattle										90		0		0		0		3		
cattle_market									1		0		0		0		1		
cat_1										1585		0		0		0		8		
cat_2										1585		0		0		0		18		
cat_3										1585		0		0		0		21		
cat_calle									465		0		0		0		1		
cat_resist									1585		0		0		0		3		
cause:maxspeed									10		0		0		0		1		
cause:parking									3		0		0		0		1		
causeway									243		0		0		0		4		
caution										11		0		0		0		9		
caution:bicycle									1		0		0		0		1		
cave										191		0		0		0		5		
cave:access									2		0		0		0		1		
cave:depth									2		0		0		0		2		
cave:features									1		0		0		0		1		
cave:passage									2		0		0		0		2		
cave:ref									29		0		0		0		21		
cave:size									1		0		0		0		1		
cave_entrance									6		0		0		0		2		
cave_tunnel									51		0		0		0		1		
cbs-buurtcode									18		0		0		0		18		
cbs-wijkcode									20		0		0		0		12		
cb_communication_shop								3		0		0		0		1		
cc										45		0		0		0		16		
ccba										1		0		0		0		1		
ccc										1723		0		0		0		12		
ccc:id										15		0		0		0		6		
ccc:locality_status								15		0		0		0		1		
cce										1		0		0		0		1		
ccep										1		0		0		0		1		
ccfc										1		0		0		0		1		
ccgis:bicycle									3446		0		0		0		3		
ccgis:reviewed									10		0		0		0		1		
ccgis:trailid									10		0		0		0		6		
cct										106		0		0		0		104		
cctv										3		0		0		0		1		
cd										1		0		0		0		1		
cdc:water_meters								71		0		0		0		10		
cdgs										1		0		0		0		1		
cdom_frt									2		0		0		0		2		
cdot:ref									2		0		0		0		2		
cdot:ref:source									2		0		0		0		1		
cdot_ref									248		0		0		0		5		
cdot_route									10051		0		0		0		160		
cdrt										1		0		0		0		1		
cd_entidad									1339		0		0		0		29		
cd_geocodb									3		0		0		0		1		
cd_geocodd									8		0		0		0		1		
cd_geocods									7		0		0		0		2		
cd_rental									1		0		0		0		1		
cell										5		0		0		0		1		
cellar										2		0		0		0		2		
cellar:dimension								1		0		0		0		1		
cellar:levels									1		0		0		0		1		
cellar:type									11		0		0		0		5		
cellar:use									21		0		0		0		5		
cellar_door									4		0		0		0		1		
cellar_use									2		0		0		0		1		
celler										1		0		0		0		1		
cellno										1		0		0		0		1		
cellphone									3		0		0		0		3		
cells										22		0		0		0		1		
cell_id										1		0		0		0		1		
cell_size									8		0		0		0		1		
celmet										1		0		0		0		1		
celular										1		0		0		0		1		
cemetary									7		0		0		0		5		
cemetery									13078		3		0		2		41		
cemetery:capacity								67		0		0		0		67		
cemetery:conflict								116		0		0		1		2		
cemetery:country								77		0		0		4		7		
cemetery:end_date								1		0		0		0		1		
cemetery:for									1		0		0		0		1		
cemetery:historic								12		0		0		0		1		
cemetery:nationality								6		0		0		0		2		
cemetery:part									2		0		0		0		1		
cemetery:usage									22		0		0		0		3		
cemetry										24		0		0		0		1		
cemt										18388		0		0		1		17		
cemt:ref									2		0		0		0		1		
census										199		0		0		0		7		
census1										17		0		0		0		1		
census2										17		0		0		0		1		
census2001:belowprim								30		0		0		0		4		
census2001:censucode								30		0		0		0		4		
census2001:distcensus								30		0		0		0		4		
census2001:distshp								30		0		0		0		4		
census2001:edupop								30		0		0		0		4		
census2001:femlit								30		0		0		0		4		
census2001:femlitrate								30		0		0		0		4		
census2001:fempop								30		0		0		0		4		
census2001:first_iso								30		0		0		0		1		
census2001:first_name								30		0		0		0		1		
census2001:first_na_1								30		0		0		0		3		
census2001:gradiate								30		0		0		0		4		
census2001:higher								30		0		0		0		4		
census2001:litpop								30		0		0		0		4		
census2001:litrate								30		0		0		0		4		
census2001:malelit								30		0		0		0		4		
census2001:malelitrat								30		0		0		0		4		
census2001:malepop								30		0		0		0		4		
census2001:middle								30		0		0		0		4		
census2001:name_2								30		0		0		0		4		
census2001:noedu								30		0		0		0		4		
census2001:primary								30		0		0		0		4		
census2001:state								30		0		0		0		3		
census2001:totpop								30		0		0		0		4		
census2001:villcolleg								30		0		0		0		3		
census2001:villmiddle								30		0		0		0		4		
census2001:villprimar								30		0		0		0		4		
census2001:villsecond								30		0		0		0		4		
census2011code									1		0		0		0		1		
census:population								46		0		0		30		3		
census_level									1		0		0		0		1		
center										2		0		0		0		2		
centerline									114		0		0		0		43		
center_line_of_geometry								1010		0		0		0		1		
center_line_of_the_building_geometry						354		0		0		0		2		
center_stripe									9		0		0		0		2		
center_turn_lane								722		1		0		0		3		
centralkey									146		1		0		0		7		
central_line									396		0		0		0		4		
central_reservation								2		0		0		0		1		
centreline									813		0		2		0		9		
centreline:color								10		0		0		0		1		
centreline:passing								3		0		0		0		2		
centrelink:address								2		0		0		0		2		
centrelink:code									2		0		0		1		1		
centrelink:office_type								2		0		0		0		2		
centrelink:postal_address							2		0		0		0		2		
centre_turning_lane								1		0		0		0		1		
centre_turn_lane								8331		0		1		1		5		
centro educativo								1		0		0		0		1		
centroid_x									17		0		0		0		17		
centroid_y									17		0		0		0		17		
centrum										1		0		0		0		1		
cep										31		0		0		0		24		
cep:impar									1		0		0		0		1		
cep:par										1		0		0		0		1		
cep_impar									8		0		0		0		6		
cep_ld										2		0		0		0		2		
cep_le										2		0		0		0		2		
cerclis_id									4		0		0		0		4		
cereal										3		0		0		0		1		
cereal:colour									1		0		0		0		1		
cerrada										1		0		0		0		1		
certification									1		0		0		0		1		
certified									2		0		0		0		1		
certified:din									4		0		0		0		1		
certified_rental_building							1		0		0		0		1		
cesena:ref_id									363		0		0		0		363		
cesspit										1		0		0		0		1		
cfcc										26		0		0		0		5		
cfcc1										17		0		0		0		1		
cfcc2										17		0		0		0		2		
cg22:adresse1									1		0		0		0		1		
cgenbldg									4		0		0		0		2		
ch42										1		0		0		0		1		
ch49										1		0		0		0		1		
cha:bicycle									306		0		0		0		2		
cha:inscription_date								2		0		0		0		2		
cha:name									1		0		0		0		1		
cha:ref										2		0		0		0		2		
chain										17		0		0		0		7		
chainage									4		0		0		0		1		
chainage_end									1000		0		0		0		924		
chainage_start									1000		0		0		0		969		
chain_link									2		0		0		0		1		
chain_type									1		0		0		0		1		
chaircount									1		0		0		0		1		
chairs										15		0		0		0		3		
chair_lift									3		0		0		0		3		
chair_lifts									3		0		0		0		3		
chalet										12		0		0		0		5		
chalet:type									3		0		0		0		2		
chalets										17		0		0		0		2		
chalist_ref									4		0		0		0		2		
chamba										1		0		0		0		1		
chamber										2		0		0		0		2		
champ										10		0		0		0		2		
champagne									1		0		0		0		1		
chance_of_meeting_one_horned_rhino						1		0		0		0		1		
change										3548		0		9		2		11		
change rooms									1		0		0		0		1		
change:backward									8760		0		6		0		6		
change:both_ways								641		0		0		0		4		
change:conditional								29		0		0		0		3		
change:forward									7848		0		6		0		4		
change:lanes									35804		0		538		0		4		
change:lanes:backward								33525		0		135		1		9		
change:lanes:both_ways								90		0		1		0		4		
change:lanes:bus								16		0		1		0		0		
change:lanes:forward								34222		0		171		3		10		
change:lanes:note								1		0		0		0		1		
change:xlt-bule									1		0		0		0		1		
change:xlt-carn									1		0		0		0		1		
change:xlt-pelu									1		0		0		0		1		
change:xlt-pive									2		0		0		0		1		
change:xlt-roue									2		0		0		0		1		
change:xlt-svlt									1		0		0		0		1		
change:xlt-tnsp									1		0		0		0		1		
change:xlt-valh									3		0		0		0		1		
change:xlt-zinn									3		0		0		0		1		
changeset									24		0		0		0		2		
change_area									117		0		0		0		2		
change_date									2		0		0		0		1		
change_date:fifth								12		0		0		0		2		
change_date:first								52		0		0		0		4		
change_date:fourth								16		0		0		0		3		
change_date:second								52		0		0		0		4		
change_date:seventh								10		0		0		0		1		
change_date:sixth								12		0		0		0		2		
change_date:third								16		0		0		0		3		
change_machine									636		0		0		0		2		
changing									1		0		0		0		1		
changing_rooms									1		0		0		0		1		
changing_table									4400		3		0		0		6		
changing_table:access								3		0		0		0		2		
changing_table:count								102		0		0		0		7		
changing_table:description							3		0		0		0		3		
changing_table:fee								101		0		0		0		2		
changing_table:fee:conditional							1		0		0		0		1		
changing_table:location								277		0		0		6		8		
changing_table:unisex								1		0		0		0		1		
changing_table:wheelchair							3		0		0		0		1		
channel										17		0		0		0		9		
channels									83		0		0		0		8		
chapel										73		0		0		0		6		
chapel:type									3		0		0		0		2		
chaplain									1		0		0		0		1		
charge										4007		0		0		387		1780		
charge:4wd_only									1		0		0		0		1		
charge:adult									21		0		0		0		4		
charge:bus									3		0		0		1		2		
charge:bus:conditional								1		0		0		0		1		
charge:car									1		0		0		0		1		
charge:child									20		0		0		0		3		
charge:child:max_age								5		0		0		0		1		
charge:conditional								19		0		0		1		9		
charge:customers								1		0		0		0		1		
charge:daytime									5		0		0		0		1		
charge:de									1		0		0		1		0		
charge:disabled									7		0		0		0		5		
charge:discounted								1		0		0		0		1		
charge:en									1		0		0		0		1		
charge:events									1		0		0		0		1		
charge:fr									1		0		0		1		0		
charge:group									3		0		0		3		0		
charge:group:min_size								3		0		0		0		1		
charge:max									1		0		0		0		1		
charge:motorcar									6		0		0		0		3		
charge:motorcycle								6		0		0		0		3		
charge:motorhome								2		0		0		0		2		
charge:note									2		0		0		0		2		
charge:power_supply								2		0		0		0		2		
charge:rental									1		0		0		0		1		
charge:service									1		0		0		0		1		
charge:start_date								4		0		0		0		2		
charge_description								16		0		0		0		3		
charging									81		0		0		0		5		
charging:operator								1		0		0		0		1		
charging_station								19		0		0		0		5		
charging_station:output								1		0		0		0		1		
charity										33		0		0		4		7		
charity:id									1		0		0		0		1		
charity:ref									1		0		0		0		1		
charity_number									5		0		0		0		4		
charles umbu yeda								1		0		0		0		1		
chave										1		0		0		0		1		
chceck										1		0		0		0		1		
check										110		0		0		0		26		
check-date									46		0		0		0		4		
check:name									1		0		0		0		1		
check:natural									1		0		0		0		1		
check:note:de									1		0		0		0		1		
check:note:en									1		0		0		0		1		
check:note:ru									1		0		0		0		1		
check:note:uk									1		0		0		0		1		
check:waterway									1		0		0		0		1		
checked										205		0		0		0		28		
checked_date									225		0		0		0		27		
checked_exists:date								97		0		0		0		39		
checked_last									2		0		0		0		1		
checkfirst:suggested:addr:postcode						2		0		0		0		2		
checkfirst:suggested:name							6		0		0		0		6		
checkin										2		0		0		0		2		
checkme										16		0		0		0		15		
checkme:2012									6		0		0		0		2		
checkme:2014									1		0		0		0		1		
checkme:2015									2		0		0		0		1		
checkme:2016									1		0		0		0		1		
checkme:2017									1		0		0		0		1		
checkme:2018									16		0		0		0		6		
checkme:2020-06									4		0		0		0		2		
checkme:parking									8		0		0		0		6		
checkname									1		0		0		0		1		
checkout									2		0		0		0		2		
checkout_time									1		0		0		0		1		
checkpoint									46		0		0		0		5		
checkpoint:course								1		0		0		0		1		
checkpoint:name									5		0		0		0		5		
checkpoint:ref									8		0		0		0		8		
checkpoint:type									36		0		0		0		3		
checkthis									2		0		0		0		1		
check_data									7		0		0		0		4		
check_date									54651		0		0		0		3350		
check_date:1									1		0		0		0		1		
check_date:2									1		0		0		0		1		
check_date:access								10		0		0		0		4		
check_date:capacity								48		0		0		0		37		
check_date:charge								1		0		0		0		1		
check_date:charge:motorcar							1		0		0		0		1		
check_date:construction								7		0		0		0		4		
check_date:covid19								2		0		0		0		1		
check_date:crossing								1		0		0		0		1		
check_date:cycleway								813		0		0		0		108		
check_date:demolished:highway							2		0		0		0		1		
check_date:diet:vegan								1		0		0		0		1		
check_date:diet:vegetarian							8		0		0		0		6		
check_date:existence								4		0		0		0		4		
check_date:fee									211		0		0		0		80		
check_date:handrail								53		0		0		0		23		
check_date:hazard								2		0		0		0		1		
check_date:internet_access							23		0		0		0		12		
check_date:lit									477		0		0		0		89		
check_date:maxspeed								29		0		0		0		4		
check_date:maxspeed:conditional							1		0		0		0		1		
check_date:note									2		0		0		0		1		
check_date:oneway								1		0		0		0		1		
check_date:opening_date								1		0		0		0		1		
check_date:opening_hours							1180		0		0		0		246		
check_date:osmica								18		0		0		0		2		
check_date:passability:2019-08-18_storm:no					26		0		0		0		9		
check_date:passability:2019-08-18_storm:partly					3		0		0		0		2		
check_date:passability:2019-08-18_storm:yes					185		0		0		0		17		
check_date:ramp									212		0		0		0		75		
check_date:segregated								264		0		0		0		77		
check_date:service_times							1		0		0		0		1		
check_date:shelter								6		0		0		0		3		
check_date:smoothness								83		0		0		0		4		
check_date:step_count								11		0		0		0		1		
check_date:surface								6143		0		0		0		169		
check_date:tactile_paving							538		0		0		0		110		
check_date:tracktype								1307		0		0		0		141		
check_date:traffic_sign								3		0		0		0		2		
check_date:website								2		0		0		0		2		
check_date:wheelchair								7		0		0		0		7		
check_in									1		0		0		0		1		
check_me									1		0		0		0		1		
check_out									1		0		0		0		1		
cheese										5		0		0		0		3		
chef										2		0		0		0		2		
chemical									2		0		0		0		2		
chemical_last_date								1		0		0		0		1		
chemical_last_use								1		0		0		0		1		
chemin										51		0		0		0		8		
chemist										5		0		0		1		1		
chemist:sales									1		0		0		0		1		
chences										1		0		0		0		1		
chenwat										2		0		0		0		1		
chess										1		0		0		0		1		
chicago:building_id								725797		0		0		2		725127		
chicane										9		0		0		0		3		
chicken										5		0		0		0		2		
chief										2		0		0		0		2		
chiefdom_degree									8		0		0		0		2		
child										7		0		0		0		3		
child:count									224		0		0		0		4		
childcare									35		0		0		3		7		
childcare:capacity								18		0		0		0		15		
childcare:fr									13		0		0		0		4		
childcare:types									1		0		1		0		0		
childen										1		0		0		0		1		
childers									3		0		0		0		1		
children									18		0		0		0		5		
childrenchairs									1		0		0		0		1		
children_allowed								2		0		0		0		1		
chile:codigo									75		0		0		0		36		
chile:region									24460		0		0		2		17		
chile:rol									1		0		0		0		1		
chile:surface									10851		0		0		4		12		
chilled										2		0		0		0		1		
chimney										202		0		0		0		6		
chimney:category								4		0		0		0		1		
chimney:colour									3		0		0		0		2		
chimney:construction								3		0		0		0		2		
chimney:height									4		0		0		0		2		
chimney:number									4		0		0		0		1		
chimney:type									25		0		0		0		1		
chimneys:colour									1		0		0		0		1		
chimneys:material								1		0		0		0		1		
chimney_count									107		0		0		0		2		
china_class									75		0		0		0		5		
chinchilla									1		0		0		0		1		
chipping									1		0		0		0		1		
chip_scanner									9		0		0		0		1		
chkby										1		0		0		0		1		
chk_by										1		0		0		0		1		
chocolate									10		0		0		0		2		
cholera_affected_people								1		0		0		0		1		
chopped:partial:year								1		0		0		0		1		
chowk										1		0		0		0		1		
chromate_conversion_coating							1		0		0		0		1		
chu										1		0		0		0		1		
church										147		0		0		0		53		
church:cy									1		0		0		0		1		
church:end_date									1		0		0		0		1		
church:rank									1		0		0		0		1		
church:spire									1		0		0		0		1		
church:start_date								1		0		0		0		1		
church:style									11		0		0		0		1		
church:tower									4		0		0		0		1		
church:type									1739		0		0		0		11		
church_ale									1		0		0		0		1		
church_type									18		0		0		0		2		
ci ojar										4		0		0		0		1		
cidades										1		0		0		0		1		
cider										1		0		0		0		1		
cif										2		0		0		0		2		
cigars										1		0		0		0		1		
cimbing:length:max								1		0		0		0		1		
cinema										15		0		0		0		3		
cinema:3d									535		0		0		0		5		
cinema:3d:covid19								1		0		0		0		1		
cinema:3d:type									2		0		0		0		2		
cinema:4d									1		0		0		0		1		
cinema:4k									1		0		0		0		1		
cinema:digital									2		0		0		0		1		
cinema:dome									1		0		0		0		1		
cinema:imax									5		0		0		0		1		
cinema:ov									1		0		0		0		1		
cinema:ov:note									1		0		0		0		1		
cinema:screen									3		0		0		0		1		
cinema:sound									1		0		0		0		1		
cinema:sound:1									1		0		0		0		1		
cinema:sound:2									1		0		0		0		1		
cinema:sound:3									1		0		0		0		1		
cinema:sound:4									1		0		0		0		1		
cinema:sound:5									1		0		0		0		1		
cinse_dep									2		0		0		0		2		
circuit										6		0		0		0		4		
circuit:diff:cables								26		0		0		0		3		
circuit:diff:names								22		0		4		1		6		
circuit:endpoint:busbar								13		0		0		0		1		
circuit:est_names								10		0		4		1		1		
circuit:layer									54		0		0		0		5		
circuit:names									31		0		10		5		6		
circuit:note:left								4		0		0		0		2		
circuit:note:right								4		0		0		0		2		
circuits									168774		0		0		9		25		
circuits:connection								1		0		0		0		1		
circuits:design									198		0		0		0		2		
circuits:endpoint:busbar							4		0		0		0		1		
circuits:ref									14		0		0		3		6		
circula										116		0		0		0		2		
circular									5		0		0		0		1		
circulatio									48		0		0		0		1		
circule										1		0		0		0		1		
circumference									166		0		0		0		24		
cities_served									1		0		0		0		1		
city										1736		0		0		0		262		
city:hu										2		0		0		0		1		
city:left									3717		0		0		0		1509		
city:right									3358		0		0		0		1328		
citybikes.com									1		0		0		0		1		
cityhall									1		0		0		0		1		
cityidx										46		0		0		0		1		
citylines:id									4		0		0		0		4		
cityname									1086		0		0		1		14		
city_bike									1		0		0		0		1		
city_id										28		0		0		0		28		
city_limit									4		0		0		0		2		
city_owned									2		0		0		0		1		
city_realestate_cadastre							7		0		0		0		7		
city_served									195		0		0		2		186		
city_served:en									1		0		0		0		1		
city_wall:colour								31		0		0		0		2		
city_wall:material								4		0		0		0		2		
ciultivo									1		0		0		0		1		
civic										22		0		0		0		6		
civilization									22		0		0		0		8		
civil_engineer									1		0		0		0		1		
ci_log_id									12		0		0		0		1		
cladding									17		0		0		0		1		
claim										1		0		0		0		1		
claimed:boundary								1		0		0		0		1		
claimed_by									30		0		0		3		11		
claim_level									2		0		0		0		1		
clamflat									90		0		0		0		3		
clamped										149		0		0		0		1		
clan										1		0		0		0		1		
clandestine									1		0		0		0		1		
clase										10		0		0		0		1		
clase_iucn									22		0		0		0		4		
clasificar									4		0		0		0		1		
class										181		0		0		0		13		
class assignment								1		0		0		0		1		
class:bicycle									15396		0		0		0		10		
class:bicycle:backward								54		0		0		0		5		
class:bicycle:check_date							241		0		0		0		1		
class:bicycle:commute								4685		0		0		0		7		
class:bicycle:description							12		0		0		0		2		
class:bicycle:forward								40		0		0		0		5		
class:bicycle:mtb								24731		0		0		0		13		
class:bicycle:mtb:backward							3		0		0		0		1		
class:bicycle:mtb:downhill							3		0		0		0		1		
class:bicycle:mtb:forward							7		0		0		0		1		
class:bicycle:mtb:technical							612		0		0		0		7		
class:bicycle:mtb:uphill							10		0		0		0		3		
class:bicycle:non_experienced							651		0		0		0		7		
class:bicycle:roadbike								86		0		0		0		2		
class:bicycle:roadcycling							1578		0		0		0		8		
class:bicycle:technical								3		0		0		0		2		
class:bicycle:touring								1344		0		0		0		9		
class:bicycle:trailer								140		0		0		0		6		
class:bicycle:uphill								1		0		0		0		1		
class:bicycling:mtb								1		0		0		0		1		
class:cycle:mtb									2		0		0		0		1		
class:cycling									5		0		0		0		2		
class:foot									3		0		0		0		1		
class:justification								326		0		0		0		10		
class:justify									3		0		0		1		0		
class:mtb:scale									8		0		0		0		2		
class:no									53		0		0		0		2		
class:np									15		0		0		0		2		
class:racebike									1		0		0		0		1		
class:ssc									1		0		0		0		1		
class:tunnel									3		0		0		0		1		
classe										11		0		0		0		4		
classe de la route								9		0		0		0		3		
classecnae									15		0		0		0		5		
classes										3		0		0		0		2		
classe_alt									2		0		0		0		2		
classe_ecl									5		0		0		0		3		
classic										1		0		0		0		1		
classifica									73		0		0		0		3		
classification									65		0		0		0		15		
classification:eu-bath								1		0		0		0		1		
classification:np								202		0		0		0		2		
classification:source								34		0		0		0		2		
classified									8		0		0		0		1		
classify									1		0		0		0		1		
classroom:count									1		0		0		0		1		
classrooms									6		0		0		0		3		
classrooms:morning								1		0		0		0		1		
classroute									1		0		0		0		1		
class_admi									188		0		0		0		3		
class_blocks_num								1		0		0		0		1		
class_code									50		0		0		5		3		
class_id									28		0		0		0		5		
class_listed									155		0		0		0		1		
class_type									5		0		0		1		2		
clave catastral									4		0		0		0		4		
clavecatastral									24		0		0		0		23		
clay										1		0		0		0		1		
cla_pers									11		0		0		0		1		
cla_pres									16		0		0		0		2		
clc										6		0		0		0		1		
clc:code									332460		0		0		115		64		
clc:code_06									9744		0		0		3		12		
clc:details									1994		0		0		0		2		
clc:explanation									95464		0		0		0		7		
clc:id										220158		0		0		329		164449		
clc:landuse									10		0		0		0		2		
clc:leisure									126		0		0		0		1		
clc:natural									584		0		0		0		4		
clc:old_shapeid									1		0		0		0		1		
clc:shapeid									89425		0		0		13		69778		
clc:source									3		0		0		0		1		
clc:surfaceoverlap								823		0		0		1		101		
clc:waterway									145		0		0		0		1		
clc:wetland									1		0		0		0		1		
clc:wood									1		0		0		0		1		
clc:year									300252		0		0		0		10		
clcfile										1322		0		0		3		3		
clctype										35		0		0		0		2		
clc_novads									7699		0		0		8		96		
cle										2		0		0		0		1		
clean										2		0		0		0		1		
cleaned										4		0		0		0		1		
cleaning									2		0		0		0		2		
cleaning:operator								1		0		0		0		1		
cleansing									1		0		0		0		1		
clearance									26		0		0		0		21		
clearance_height								4		0		0		0		2		
clearance_width									3		0		0		0		1		
clearcut									3		0		0		0		2		
clearcut_year									2		0		0		0		2		
cleared										1		0		0		0		1		
clearing									1		0		0		0		1		
clear_cut_date									9		0		0		0		8		
client_group									1		0		0		0		1		
cliff										938		0		0		0		10		
cliff:lower_side								1		0		0		0		1		
climb										2		0		0		0		2		
climbing									1297		1		0		0		28		
climbing:abseil:pitches								1		0		0		0		1		
climbing:abseil_point								5		0		0		0		3		
climbing:access									3		0		0		0		2		
climbing:aid									1		0		0		0		1		
climbing:area									3		0		0		0		1		
climbing:bolted									924		0		0		0		18		
climbing:bolts									11		0		0		0		7		
climbing:boulder								413		0		0		0		10		
climbing:bouldering								7		0		0		0		1		
climbing:crag									10		0		0		0		9		
climbing:deepwater								7		0		0		0		2		
climbing:grade									1		0		0		0		1		
climbing:grade:alpine								1		0		0		0		1		
climbing:grade:british:adjectival						2		0		0		0		2		
climbing:grade:british:mean							1		0		0		0		1		
climbing:grade:british:technical						3		0		0		0		3		
climbing:grade:british_scrambling						1		0		0		0		1		
climbing:grade:ewbank:max							1		0		0		0		1		
climbing:grade:ewbank:min							1		0		0		0		1		
climbing:grade:french								17		0		0		0		16		
climbing:grade:french:max							339		0		0		0		32		
climbing:grade:french:mean							47		0		0		0		14		
climbing:grade:french:median							1		0		0		0		1		
climbing:grade:french:min							347		0		0		0		40		
climbing:grade:french:min_1							1		0		0		0		1		
climbing:grade:hueco								3		0		0		0		3		
climbing:grade:hueco:max							12		0		0		0		6		
climbing:grade:hueco:min							12		0		0		0		2		
climbing:grade:norwegian							6		0		0		0		4		
climbing:grade:polish:max							180		0		0		0		17		
climbing:grade:polish:min							180		0		0		0		15		
climbing:grade:romanian								8		0		0		0		2		
climbing:grade:saxon:max							4		0		0		0		4		
climbing:grade:saxon:mean							1		0		0		0		1		
climbing:grade:saxon:min							5		0		0		0		4		
climbing:grade:saxonian								1		0		0		0		1		
climbing:grade:uiaa								162		0		0		0		37		
